/* Columns are tab delimited. 行间分隔符为Tab键。*/
/* 序列号	双字组	频率	相互信息分值*/
1	中国	53185	4.69339339612	53185
2	美国	31840	5.19176188171	85025
3	发展	26535	7.14269896701	111560
4	经济	22087	8.07034210667	133647
5	国家	21076	4.84091033157	154723
6	问题	19992	8.50211672358	174715
7	一个	19835	5.08647326702	194550
8	工作	18904	6.89133239246	213454
9	台湾	18020	8.39363573728	231474
10	社会	17841	6.6029564076	249315
11	政府	17667	8.04318829791	266982
12	记者	17154	8.08978189963	284136
13	我们	16676	7.17933037085	300812
14	人民	16651	5.06174414404	317463
15	进行	15084	6.18844527135	332547
16	北京	14659	8.76122765868	347206
17	企业	13554	8.02096355855	360760
18	表示	13347	8.00097495209	374107
19	国际	12712	5.70882614905	386819
20	他们	12326	6.58766409264	399145
21	没有	12284	6.84146564226	411429
22	建设	12054	7.90532488761	423483
23	关系	11828	7.43437197507	435311
24	代表	11520	7.48014279049	446831
25	世界	11373	8.90863089475	458204
26	公司	11339	7.99301355587	469543
27	国的	10933	0.677296837841	480476
28	全国	10890	4.13268263523	491366
29	报道	10730	7.17626575036	502096
30	市场	10723	7.31781652604	512819
31	日本	10523	5.9400011062	523342
32	组织	10325	9.3773962078	533667
33	的一	10241	1.05302101716	543908
34	技术	10130	9.07202455913	554038
35	重要	9778	5.91103541241	563816
36	方面	9650	6.66240980885	573466
37	合作	9246	6.17103013068	582712
38	地区	9184	6.50883500931	591896
39	领导	9021	8.3307510219	600917
40	活动	8974	7.70395737246	609891
41	拉克	8971	8.47224898455	618862
42	认为	8958	6.54291728587	627820
43	教育	8766	8.84526449769	636586
44	日电	8573	6.18924803929	645159
45	伊拉	8513	8.68888883275	653672
46	国人	8497	2.26214500501	662169
47	管理	8483	7.75292491008	670652
48	目前	8341	7.2071182416	678993
49	已经	8140	6.68264191316	687133
50	自己	8110	8.72002174414	695243
51	有关	7979	4.78894531297	703222
52	会议	7869	5.94584690573	711091
53	总统	7866	7.53905772641	718957
54	研究	7834	9.89940933033	726791
55	安全	7703	6.76676695309	734494
56	人员	7701	4.70765967204	742195
57	委员	7698	7.28121358283	749893
58	政治	7683	6.86298767791	757576
59	可以	7622	6.13918817737	765198
60	要求	7504	6.95217909114	772702
61	通过	7408	7.41437245277	780110
62	可能	7386	6.75689579204	787496
63	中央	7341	6.52153676015	794837
64	加强	7242	7.02985100743	802079
65	一些	7175	5.2356511664	809254
66	计划	7129	9.15077636146	816383
67	部门	7105	7.08613310778	823488
68	主义	7092	7.51678237515	830580
69	本报	7052	5.9284229033	837632
70	政策	6955	7.67040391686	844587
71	改革	6945	9.15810412236	851532
72	是一	6942	2.54209714484	858474
73	今年	6878	6.10358494483	865352
74	联合	6843	7.31868731641	872195
75	同时	6808	5.91839311951	879003
76	就是	6807	4.72327783518	885810
77	第一	6632	4.98269781898	892442
78	我国	6580	3.48540079388	899022
79	指出	6569	6.63935708178	905591
80	生产	6425	6.14720510604	912016
81	科技	6416	7.87820201322	918432
82	文化	6408	7.0590123939	924840
83	这一	6351	3.34240691193	931191
84	干部	6327	7.24491531119	937518
85	这些	6285	6.337370233	943803
86	了一	6272	2.65074020729	950075
87	提出	6245	5.85820058514	956320
88	大陆	6234	6.70274261024	962554
89	成为	6221	4.64605806867	968775
90	这个	6217	4.70550050726	974992
91	今天	6190	7.36266340011	981182
92	大的	6169	0.962156488952	987351
93	举行	6163	6.70863840956	993514
94	提高	6135	6.70945888287	999649
95	主要	5989	5.08180111053	1005638
96	情况	5982	9.04383876888	1011620
97	的人	5970	0.537077620629	1017590
98	支持	5954	8.57752039238	1023544
99	历史	5935	10.1709880899	1029479
100	群众	5860	9.71971236242	1035339
101	投资	5838	7.74659047832	1041177
102	解决	5823	7.99323588358	1047000
103	两国	5817	3.88896693935	1052817
104	一步	5783	5.37680881534	1058600
105	发生	5774	4.64943123104	1064374
106	现在	5754	4.10071406489	1070128
107	主席	5742	7.76855546952	1075870
108	香港	5712	10.3857299434	1081582
109	服务	5700	8.48369219016	1087282
110	科学	5689	6.63214658072	1092971
111	学生	5633	5.50603123984	1098604
112	时间	5619	6.27356656639	1104223
113	新华	5584	6.18799293016	1109807
114	人的	5500	0.418778307776	1115307
115	国政	5482	2.96119340963	1120789
116	开始	5468	8.16700295063	1126257
117	实现	5443	5.85463646293	1131700
118	希望	5349	10.1916820288	1137049
119	的发	5346	1.17584748738	1142395
120	建立	5305	6.64858512485	1147700
121	以及	5300	6.05839009835	1153000
122	工程	5193	6.8387687358	1158193
123	这是	5189	3.41498746929	1163382
124	大学	5188	4.35111895375	1168570
125	如果	5170	8.40361813812	1173740
126	公投	5137	6.75263179722	1178877
127	积极	5132	9.92138091366	1184009
128	的重	5132	2.02150597391	1189141
129	信息	5123	8.43168044855	1194264
130	开发	5121	4.80650091702	1199385
131	作为	5114	4.10172865377	1204499
132	增长	5101	7.05946245854	1209600
133	们的	5091	1.9269442685	1214691
134	农民	5070	6.03676521888	1219761
135	消息	5023	9.04271423012	1224784
136	环境	5022	9.83346342077	1229806
137	必须	4976	10.3937610867	1234782
138	因为	4969	5.68365456493	1239751
139	布什	4953	8.61352325851	1244704
140	进一	4950	3.28620983816	1249654
141	提供	4942	8.46615249667	1254596
142	水扁	4936	9.10244808003	1259532
143	陈水	4935	8.3018290412	1264467
144	保护	4923	8.3264610033	1269390
145	外交	4902	7.05265437012	1274292
146	新的	4893	1.54543593044	1279185
147	影响	4892	10.1621786812	1284077
148	农业	4881	6.22285091738	1288958
149	国务	4870	3.70548955987	1293828
150	新闻	4867	7.657762649	1298695
151	华社	4853	6.69802876604	1303548
152	美军	4853	5.12976844917	1308401
153	和平	4834	5.10700400287	1313235
154	军事	4806	5.8694387881	1318041
155	生活	4784	6.47788857227	1322825
156	需要	4783	7.11806344607	1327608
157	决定	4782	6.86929424514	1332390
158	基础	4772	9.25769048725	1337162
159	思想	4736	9.2730922945	1341898
160	产品	4735	7.36253899544	1346633
161	不是	4729	2.69954737928	1351362
162	调查	4696	8.14332961517	1356058
163	精神	4691	9.97393088263	1360749
164	民主	4646	4.80082446575	1365395
165	中心	4640	4.41946421287	1370035
166	人大	4634	2.4978899129	1374669
167	到了	4624	3.75505528573	1379293
168	实施	4623	7.1303871546	1383916
169	法律	4618	7.44005899366	1388534
170	系统	4595	6.92833582543	1393129
171	世纪	4583	8.55554248437	1397712
172	访问	4575	7.40872692135	1402287
173	继续	4554	10.151641942	1406841
174	年的	4531	0.890169978359	1411372
175	会主	4526	4.19686862541	1415898
176	不能	4524	4.37676441237	1420422
177	战略	4520	8.66828229257	1424942
178	总理	4496	6.12754650882	1429438
179	这种	4494	5.81548670967	1433932
180	民族	4483	7.33199543078	1438415
181	包括	4478	10.7055627419	1442893
182	产业	4443	5.53832555037	1447336
183	罗斯	4439	8.62432869386	1451775
184	贸易	4433	9.98355422952	1456208
185	的是	4419	0.204564048265	1460627
186	部分	4413	5.16903507966	1465040
187	事件	4412	6.85072471608	1469452
188	上海	4412	5.41892555336	1473864
189	其中	4408	4.05550923163	1478272
190	这样	4405	6.62423700914	1482677
191	部长	4392	5.13085653963	1487069
192	参加	4385	7.37593946055	1491454
193	项目	4376	7.69844376976	1495830
194	什么	4373	9.52179789342	1500203
195	中新	4367	3.11512565246	1504570
196	地方	4344	4.58633261918	1508914
197	图片	4337	9.3872164008	1513251
